0.390625,0.244792
0.390625,0.244792
0.418945,0.276042
0.451172,0.320312
0.466797,0.342448
0.474609,0.356771
0.473633,0.397135
0.457031,0.423177
0.419922,0.446615
0.356445,0.458333
0.279297,0.458333
0.203125,0.458333
0.121094,0.40625
0.113281,0.389323
0.113281,0.377604
0.194336,0.328125
0.354492,0.286458
0.798828,0.286458
1.02734,0.338542
1.12305,0.40625
1.13379,0.459635
1.08594,0.505208
1.00977,0.536458
0.861328,0.545573
0.689453,0.540365
0.573242,0.50651
0.55957,0.489583
0.556641,0.473958
0.602539,0.450521
0.730469,0.44401
0.810547,0.449219
0.828125,0.467448
0.810547,0.479167
0.734375,0.5
0.611328,0.505208
0.332031,0.498698
0.191406,0.477865
0.132812,0.446615
0.128906,0.436198
0.166016,0.398438
0.224609,0.376302
0.290039,0.373698
0.341797,0.380208
0.358398,0.395833
0.358398,0.397135
0.337891,0.398438
0.293945,0.398438
0.240234,0.372396
0.191406,0.345052
0.157227,0.307292
0.147461,0.276042
0.147461,0.190104
0.15332,0.158854
0.15332,0.123698
0.15332,0.10026
0.150391,0.0859375
0.145508,0.0794271
0.142578,0.0768229
0.138672,0.0755208
0.128906,0.0729167
0.118164,0.0664062
0.104492,0.0598958
0.0927734,0.0494792
0.0810547,0.0338542
0.0771484,0.0286458
0.0771484,0.0286458
0.0771484,0.0286458
0.0849609,0.0416667
0.0996094,0.0559896
0.124023,0.0833333
0.165039,0.126302
0.222656,0.148438
0.28125,0.165365
0.337891,0.174479
0.383789,0.182292
0.408203,0.197917
0.412109,0.210938
0.412109,0.210938
0.412109,0.231771
0.388672,0.266927
0.362305,0.292969
0.329102,0.311198
0.298828,0.317708
0.270508,0.317708
0.255859,0.315104
0.240234,0.296875
0.239258,0.295573
0.245117,0.286458
0.314453,0.253906
0.345703,0.246094
0.422852,0.24349
0.506836,0.272135
0.530273,0.292969
0.560547,0.333333
0.561523,0.356771
0.546875,0.373698
0.507812,0.391927
0.462891,0.395833
0.415039,0.395833
0.384766,0.395833
0.380859,0.395833
0.380859,0.394531
0.415039,0.393229
0.435547,0.40625
0.487305,0.457031
0.515625,0.486979
0.526367,0.5
0.527344,0.50651
0.527344,0.50651
0.52832,0.509115
0.517578,0.526042
0.503906,0.550781
0.499023,0.557292
0.481445,0.582031
0.455078,0.610677
0.425781,0.634115
0.397461,0.651042
0.360352,0.661458
0.296875,0.68099
0.249023,0.6875
0.199219,0.696615
0.15332,0.704427
0.116211,0.720052
0.0908203,0.734375
0.0673828,0.755208
0.0546875,0.772135
0.0429688,0.799479
0.0419922,0.80599
0.0400391,0.832031
0.0332031,0.846354
0.0263672,0.859375
0.0253906,0.869792
0.0234375,0.897135
0.0234375,0.89974
0.0341797,0.924479
0.0478516,0.942708
0.0673828,0.954427
0.0859375,0.959635
0.103516,0.967448
0.123047,0.979167
0.151367,0.986979
0.183594,0.986979
0.211914,0.986979
0.255859,0.981771
0.330078,0.976562
0.37793,0.971354
0.423828,0.960938
0.464844,0.950521
0.505859,0.9375
0.551758,0.93099
0.59668,0.923177
0.646484,0.911458
0.692383,0.902344
0.742188,0.897135
0.801758,0.88151
0.838867,0.871094
0.883789,0.854167
0.927734,0.838542
0.96875,0.826823
1.00098,0.821615
1.02539,0.820312
1.03223,0.820312
1.03223,0.820312
1.03223,0.820312
1.02344,0.816406
1.00879,0.804688
0.915039,0.735677
0.875,0.707031
0.748047,0.608073
0.676758,0.533854
0.616211,0.463542
0.577148,0.420573
0.556641,0.388021
0.555664,0.373698
0.558594,0.371094
0.580078,0.371094
0.617188,0.378906
0.669922,0.410156
0.735352,0.460938
0.825195,0.53776
0.845703,0.572917
0.839844,0.579427
0.81543,0.596354
0.767578,0.596354
0.708984,0.589844
0.641602,0.559896
0.56543,0.498698
0.555664,0.481771
0.5625,0.473958
0.583008,0.46875
0.679688,0.47526
0.719727,0.49349
0.788086,0.542969
0.818359,0.576823
0.808594,0.589844
0.771484,0.606771
0.712891,0.614583
0.663086,0.608073
0.607422,0.583333
0.552734,0.55599
0.514648,0.52474
0.505859,0.507812
0.505859,0.494792
0.529297,0.47526
0.570312,0.460938
0.638672,0.455729
0.658203,0.454427
0.658203,0.454427
0.650391,0.454427
0.616211,0.450521
0.540039,0.421875
0.461914,0.386719
0.392578,0.356771
0.329102,0.308594
0.285156,0.260417
0.271484,0.229167
0.271484,0.182292
0.273438,0.153646
0.280273,0.136719
0.28125,0.135417
0.282227,0.135417
0.291016,0.153646
0.296875,0.177083
0.319336,0.230469
0.349609,0.279948
0.380859,0.322917
0.40625,0.345052
0.412109,0.347656
0.412109,0.347656
0.40332,0.347656
0.374023,0.329427
0.323242,0.292969
0.25293,0.235677
0.230469,0.201823
0.229492,0.199219
0.249023,0.19401
0.293945,0.186198
0.356445,0.179688
0.430664,0.177083
0.491211,0.192708
0.545898,0.221354
0.580078,0.260417
0.586914,0.290365
0.564453,0.315104
0.518555,0.324219
0.466797,0.324219
0.425781,0.317708
0.396484,0.300781
0.393555,0.290365
0.40918,0.277344
0.457031,0.265625
0.527344,0.260417
0.605469,0.260417
0.665039,0.294271
0.695312,0.346354
0.686523,0.382812
0.640625,0.40625
0.582031,0.410156
0.504883,0.407552
0.426758,0.38151
0.363281,0.346354
0.328125,0.302083
0.327148,0.295573
0.353516,0.272135
0.40332,0.253906
0.491211,0.24349
0.522461,0.24349
0.579102,0.273438
0.589844,0.291667
0.589844,0.291667
0.570312,0.30599
0.546875,0.311198
0.520508,0.311198
0.483398,0.299479
0.460938,0.283854
0.452148,0.270833
0.454102,0.266927
0.478516,0.259115
0.53125,0.259115
0.554688,0.265625
0.598633,0.295573
0.624023,0.321615
0.628906,0.33724
0.610352,0.352865
0.59082,0.355469
0.560547,0.361979
0.525391,0.361979
0.501953,0.35026
0.489258,0.33724
0.489258,0.332031
0.491211,0.329427
0.50293,0.328125
0.52832,0.328125
0.553711,0.328125
0.563477,0.332031
0.567383,0.333333
0.567383,0.333333
0.567383,0.334635
0.567383,0.334635
0.567383,0.334635
0.567383,0.334635
0.567383,0.334635
0.567383,0.334635
0.567383,0.334635
0.567383,0.335938
0.567383,0.335938
0.567383,0.335938
0.567383,0.346354
0.567383,0.401042
0.567383,0.453125
0.557617,0.483073
0.532227,0.523438
0.5,0.550781
0.453125,0.5625
0.394531,0.5625
0.291016,0.515625
0.254883,0.490885
0.1875,0.415365
0.181641,0.382812
0.188477,0.352865
0.238281,0.311198
0.304688,0.279948
0.374023,0.269531
0.441406,0.266927
0.501953,0.292969
0.557617,0.33724
0.583984,0.372396
0.586914,0.380208
0.583984,0.386719
0.578125,0.388021
0.541992,0.390625
0.52832,0.390625
0.474609,0.360677
0.436523,0.316406
0.425781,0.298177
0.418945,0.269531
0.425781,0.253906
0.467773,0.239583
0.525391,0.238281
0.584961,0.251302
0.636719,0.282552
0.661133,0.309896
0.662109,0.309896
0.651367,0.322917
0.581055,0.335938
0.53125,0.338542
0.447266,0.321615
0.360352,0.286458
0.286133,0.236979
0.219727,0.190104
0.183594,0.14974
0.168945,0.109375
0.168945,0.108073
0.168945,0.101562
0.188477,0.09375
0.227539,0.09375
0.277344,0.121094
0.334961,0.167969
0.393555,0.22526
0.441406,0.279948
0.466797,0.325521
0.480469,0.35026
0.483398,0.365885
0.481445,0.384115
0.473633,0.395833
0.455078,0.411458
0.426758,0.425781
0.402344,0.436198
0.391602,0.453125
0.391602,0.457031
0.418945,0.484375
0.473633,0.523438
0.539062,0.5625
0.601562,0.608073
0.649414,0.639323
0.671875,0.654948
0.671875,0.657552
0.671875,0.658854
0.664062,0.666667
0.651367,0.675781
0.638672,0.678385
0.604492,0.678385
0.574219,0.667969
0.547852,0.667969
0.530273,0.667969
0.526367,0.667969
0.526367,0.667969
0.526367,0.669271
0.526367,0.669271
0.526367,0.677083
0.520508,0.6875
0.505859,0.701823
0.488281,0.707031
0.441406,0.707031
0.40625,0.707031
0.392578,0.707031
0.341797,0.691406
0.313477,0.684896
0.292969,0.679688
0.282227,0.670573
0.279297,0.665365
0.279297,0.64974
0.279297,0.64974
0.297852,0.610677
0.336914,0.572917
0.381836,0.554688
0.491211,0.544271
0.533203,0.541667
0.704102,0.563802
0.762695,0.596354
0.813477,0.630208
0.841797,0.66276
0.84668,0.669271
0.84668,0.670573
0.84668,0.670573
0.844727,0.658854
0.84082,0.651042
0.828125,0.611979
0.817383,0.554688
0.803711,0.5
0.803711,0.484375
0.803711,0.464844
0.787109,0.441406
0.774414,0.428385
0.766602,0.420573
0.762695,0.416667
0.756836,0.410156
0.755859,0.403646
0.754883,0.402344
0.753906,0.402344
0.741211,0.403646
0.712891,0.420573
0.665039,0.449219
0.607422,0.496094
0.535156,0.536458
0.467773,0.58724
0.40625,0.63151
0.364258,0.677083
0.353516,0.700521
0.348633,0.726562
0.348633,0.733073
0.348633,0.734375
0.352539,0.744792
0.352539,0.744792
0.352539,0.744792
0.328125,0.72526
0.269531,0.643229
0.223633,0.575521
0.188477,0.505208
0.186523,0.463542
0.186523,0.411458
0.204102,0.361979
0.228516,0.330729
0.244141,0.325521
0.290039,0.338542
0.354492,0.375
0.444336,0.455729
0.470703,0.485677
0.486328,0.515625
0.486328,0.549479
0.448242,0.558594
0.389648,0.563802
0.362305,0.563802
