0.369888,0.726441,-0.0521664,0.0347357,0.54686,0.569975,-0.0273357,0.0180606,0.176972,-0.156466,0.236222
0.319716,0.751323,-0.0501724,0.024882,0.515337,0.59357,-0.031523,0.023595,0.195621,-0.157753,0.251304
0.273486,0.765383,-0.0462294,0.0140604,0.479577,0.621129,-0.0357596,0.0275593,0.206091,-0.144254,0.251561
0.231782,0.775303,-0.0417041,0.00991994,0.440119,0.650518,-0.0394581,0.0293893,0.208337,-0.124785,0.242849
0.194249,0.77707,-0.0375337,0.00176656,0.397915,0.679826,-0.0422043,0.0293074,0.203666,-0.097244,0.225691
0.166718,0.732566,-0.0275303,-0.0445039,0.354115,0.707148,-0.0437996,0.0273223,0.187397,-0.0254179,0.189113
0.143113,0.685221,-0.0236054,-0.0473452,0.310338,0.728053,-0.0437775,0.0209049,0.167225,0.0428322,0.172623
0.122649,0.639746,-0.0204636,-0.0454752,0.267988,0.739688,-0.04235,0.0116351,0.145339,0.0999426,0.176385
0.104232,0.598818,-0.0184173,-0.0409277,0.228169,0.740837,-0.0398187,0.00114864,0.123937,0.142019,0.188493
0.0898048,0.559118,-0.0144271,-0.0396995,0.19162,0.731699,-0.0365487,-0.00913733,0.101816,0.172581,0.200376
0.0768204,0.523389,-0.0129844,-0.0357295,0.158909,0.713223,-0.0327112,-0.0184768,0.0820888,0.189834,0.206822
0.0651345,0.491232,-0.0116859,-0.0321566,0.130265,0.687001,-0.028644,-0.0262221,0.0651307,0.195768,0.206318
0.0546171,0.462291,-0.0105174,-0.0289409,0.105655,0.654941,-0.02461,-0.0320593,0.051038,0.19265,0.199296
0.0485695,0.435854,-0.00604765,-0.0264375,0.0848555,0.619014,-0.0207996,-0.035927,0.036286,0.183161,0.18672
0.0451774,0.414925,-0.0033921,-0.0209291,0.0677557,0.581044,-0.0170998,-0.0379701,0.0225784,0.16612,0.167647
0.0421245,0.396088,-0.00305289,-0.0188362,0.0542054,0.542837,-0.0135503,-0.0382075,0.0120809,0.146748,0.147245
0.0498261,0.399579,0.00770162,0.00349009,0.0438745,0.505819,-0.0103309,-0.0370176,-0.00595157,0.106241,0.106407
0.0623239,0.415871,0.0124979,0.0162922,0.0370595,0.47247,-0.00681502,-0.0333491,-0.0252644,0.0565993,0.0619821
0.0756228,0.434961,0.0132989,0.01909,0.0340575,0.445164,-0.003002,-0.0273064,-0.0415653,0.0102029,0.0427992
0.0956972,0.470892,0.0200744,0.035931,0.0348657,0.425335,0.000808172,-0.0198287,-0.0608316,-0.0455568,0.0759993
0.115327,0.507136,0.0196295,0.0362442,0.0396896,0.414644,0.00482393,-0.0106911,-0.0756371,-0.092492,0.119481
0.135142,0.544183,0.019815,0.0370468,0.048361,0.413635,0.00867135,-0.00100932,-0.0867808,-0.130548,0.15676
0.156881,0.585468,0.0217397,0.0412849,0.0605056,0.422066,0.0121446,0.00843185,-0.0963759,-0.163401,0.189706
0.177912,0.625879,0.0210306,0.0404115,0.0757531,0.439407,0.0152475,0.0173404,-0.102159,-0.186472,0.212623
0.198695,0.664854,0.020783,0.0389746,0.0935775,0.464598,0.0178244,0.0251913,-0.105118,-0.200256,0.226168
0.220232,0.703056,0.0215367,0.0382021,0.113413,0.49625,0.0198353,0.0316518,-0.106819,-0.206806,0.232764
0.24313,0.741084,0.0228987,0.0380278,0.134775,0.532883,0.0213621,0.0366327,-0.108356,-0.208201,0.23471
0.268915,0.778303,0.0257846,0.0372198,0.157313,0.573099,0.0225383,0.0402169,-0.111602,-0.205204,0.233588
0.296027,0.811801,0.0271124,0.0334978,0.180902,0.615616,0.023589,0.0425161,-0.115125,-0.196185,0.22747
0.323847,0.839736,0.0278191,0.0279345,0.205473,0.65911,0.024571,0.0434943,-0.118373,-0.180626,0.215958
0.351032,0.861231,0.0271856,0.0214952,0.230959,0.7022,0.0254859,0.0430897,-0.120073,-0.159031,0.19927
0.381652,0.868988,0.0306194,0.00775713,0.257204,0.743495,0.0262452,0.0412951,-0.124447,-0.125493,0.176736
0.414873,0.865422,0.0332215,-0.00356549,0.284287,0.781186,0.027083,0.037691,-0.130586,-0.0842366,0.155398
0.447702,0.856094,0.0328291,-0.00932872,0.312386,0.813466,0.0280991,0.0322803,-0.135316,-0.0426276,0.141871
0.477639,0.845875,0.0299368,-0.0102187,0.341528,0.839046,0.0291415,0.0255802,-0.136111,-0.00682867,0.136282
0.500285,0.81298,0.0226462,-0.0328948,0.371455,0.85743,0.0299268,0.0183841,-0.128831,0.0444502,0.136283
0.515784,0.776083,0.0154988,-0.036897,0.401422,0.867188,0.0299669,0.0097574,-0.114363,0.0911046,0.146215
0.523776,0.733371,0.00799185,-0.0427125,0.430404,0.86764,0.0289822,0.000452816,-0.0933721,0.13427,0.163544
0.529601,0.692325,0.00582552,-0.0410454,0.457227,0.858559,0.0268236,-0.0090819,-0.072374,0.166233,0.181305
