0.460129,0.20566,0.0375557,0.0205251,0.324641,0.206036,0.00457266,-0.0247552
0.501502,0.239268,0.0413726,0.0336076,0.337326,0.188681,0.012685,-0.017355
0.543193,0.283862,0.0416919,0.0445944,0.357698,0.180074,0.0203718,-0.00860743
0.579672,0.341152,0.0364785,0.0572901,0.384943,0.181314,0.027245,0.00124
0.60612,0.405995,0.0264484,0.0648425,0.417645,0.19337,0.0327025,0.0120567
0.618295,0.467244,0.0121744,0.061249,0.45373,0.216694,0.036085,0.0233234
0.616706,0.521451,-0.00158864,0.0542075,0.490509,0.250559,0.036779,0.0338649
0.597466,0.569505,-0.0192397,0.0480535,0.525088,0.293226,0.0345791,0.0426679
0.560786,0.610812,-0.0366808,0.0413074,0.55436,0.342433,0.0292718,0.049207
0.514254,0.641775,-0.0465322,0.0309626,0.5753,0.395665,0.0209401,0.0532314
0.465504,0.656128,-0.0487491,0.0143535,0.585685,0.450155,0.0103848,0.0544897
0.418107,0.650163,-0.0473978,-0.00596517,0.584542,0.502715,-0.00114328,0.0525609
0.376868,0.628203,-0.0412385,-0.0219596,0.572091,0.549829,-0.0124508,0.047114
0.342705,0.587198,-0.0341627,-0.0410052,0.54971,0.588295,-0.0223811,0.0384659
0.315766,0.536686,-0.0269395,-0.0505125,0.519553,0.615145,-0.0301571,0.0268493
0.2948,0.484296,-0.0209657,-0.0523892,0.484178,0.628447,-0.0353751,0.0133024
0.279786,0.436916,-0.0150147,-0.0473801,0.446159,0.627668,-0.038019,-0.000778913
0.27461,0.389637,-0.00517586,-0.0472791,0.407899,0.61377,-0.0382594,-0.0138978
0.278477,0.345303,0.00386712,-0.0443337,0.371788,0.588353,-0.0361119,-0.0254178
0.289383,0.307232,0.0109062,-0.0380711,0.339977,0.553547,-0.03181,-0.0348059
0.310217,0.274953,0.0208343,-0.0322798,0.314169,0.511941,-0.0258087,-0.0416061
0.340557,0.25017,0.0303393,-0.0247822,0.295826,0.466227,-0.0183426,-0.0457135
0.379672,0.242584,0.0391153,-0.00758615,0.286117,0.419104,-0.00970873,-0.0471234
0.42698,0.265682,0.0473078,0.0230978,0.28587,0.373761,-0.0002473,-0.0453427
0.474006,0.309941,0.0470259,0.0442594,0.295575,0.334455,0.00970456,-0.0393054
0.514947,0.36488,0.0409411,0.0549388,0.314858,0.305226,0.0192834,-0.0292298
0.546918,0.42055,0.0319716,0.0556698,0.342363,0.288941,0.0275046,-0.0162851
0.568589,0.471857,0.021671,0.0513067,0.375935,0.286754,0.0335721,-0.00218686
0.579286,0.518892,0.0106962,0.0470349,0.412921,0.29818,0.0369863,0.0114264
0.578468,0.560686,-0.000818014,0.0417946,0.450457,0.321628,0.0375359,0.0234483
0.568047,0.596466,-0.0104201,0.0357794,0.485693,0.354776,0.0352359,0.0331478
0.551118,0.626652,-0.0169298,0.0301861,0.516123,0.394898,0.0304299,0.0401218
0.532105,0.651582,-0.0190126,0.0249301,0.539873,0.439206,0.0237506,0.044308
0.512012,0.671526,-0.0200929,0.0199441,0.555955,0.485088,0.0160816,0.0458819
0.488516,0.68071,-0.0234962,0.00918442,0.564136,0.530256,0.00818115,0.045168
0.461125,0.678943,-0.0273907,-0.00176698,0.56457,0.572405,0.000433385,0.0421494
0.429447,0.666853,-0.0316782,-0.0120907,0.557632,0.609367,-0.00693774,0.0369622
0.395706,0.64468,-0.033741,-0.0221726,0.543802,0.639265,-0.0138294,0.0298975
0.36344,0.617827,-0.0322662,-0.0268527,0.523755,0.660572,-0.0200472,0.0213073
0.335674,0.591397,-0.0277661,-0.0264301,0.4985,0.672495,-0.0252551,0.011923
0.312094,0.559055,-0.0235801,-0.0323419,0.469424,0.675164,-0.0290765,0.00266916
0.291862,0.524588,-0.0202312,-0.0344673,0.438057,0.668905,-0.0313666,-0.0062592
0.275482,0.496233,-0.0163803,-0.0283551,0.405867,0.654422,-0.0321902,-0.0144836
0.26394,0.481101,-0.0115418,-0.015132,0.374207,0.63321,-0.0316601,-0.0212117
0.259785,0.48462,-0.00415528,0.00351942,0.344326,0.607714,-0.0298807,-0.0254959
0.262906,0.510873,0.00312111,0.026253,0.317492,0.58125,-0.0268343,-0.0264636
0.271653,0.546199,0.00874686,0.0353253,0.294887,0.557799,-0.022605,-0.023451
0.282752,0.58123,0.0110991,0.0350311,0.277437,0.540572,-0.0174499,-0.0172277
0.298077,0.615244,0.0153246,0.0340145,0.265594,0.531358,-0.0118428,-0.00921333
0.333579,0.646623,0.0355018,0.0313783,0.259578,0.530781,-0.00601619,-0.000577331
0.388152,0.670163,0.0545734,0.0235401,0.260546,0.538486,0.000968724,0.00770479
0.452123,0.686391,0.0639712,0.0162279,0.270157,0.553097,0.0096105,0.0146107
0.514238,0.698071,0.0621144,0.0116802,0.289622,0.572655,0.019465,0.0195581
0.571351,0.703769,0.0571134,0.00569832,0.318971,0.595124,0.0293486,0.0224698
0.623682,0.70364,0.0523314,-0.000128806,0.357181,0.618458,0.0382106,0.023334
0.668087,0.701454,0.0444041,-0.00218636,0.402584,0.640755,0.0454025,0.0222965
0.705758,0.695278,0.0376718,-0.00617623,0.452951,0.660611,0.050367,0.0198565
0.737458,0.679139,0.0316999,-0.0161389,0.505904,0.676938,0.0529534,0.0163262
0.762232,0.648259,0.024774,-0.0308798,0.55918,0.68852,0.0532762,0.0115824
0.775216,0.610013,0.0129833,-0.0382456,0.610687,0.693809,0.0515069,0.00528944
0.770954,0.560146,-0.00426179,-0.0498673,0.658259,0.691646,0.0475718,-0.00216311
0.752505,0.505669,-0.0184485,-0.0544772,0.699448,0.680927,0.041189,-0.0107192
0.723489,0.452191,-0.0290166,-0.0534776,0.731994,0.661156,0.0325463,-0.0197715
0.693635,0.407326,-0.029854,-0.0448654,0.754181,0.632688,0.022187,-0.0284675
0.660962,0.372215,-0.0326722,-0.035111,0.765474,0.596985,0.0112926,-0.0357026
0.623692,0.34673,-0.0372705,-0.0254847,0.766063,0.55626,0.000589013,-0.0407258
0.582743,0.329207,-0.0409493,-0.0175231,0.756509,0.513085,-0.00955367,-0.0431751
0.540608,0.320137,-0.0421345,-0.00907061,0.737658,0.469991,-0.0188512,-0.043094
0.499283,0.325641,-0.0413247,0.00550395,0.710669,0.429335,-0.0269893,-0.0406556
0.463489,0.343585,-0.0357941,0.0179448,0.676979,0.393618,-0.0336895,-0.0357175
0.43251,0.374347,-0.0309791,0.0307621,0.638452,0.365113,-0.038527,-0.0285045
0.402649,0.408332,-0.0298614,0.0339847,0.597067,0.345806,-0.0413848,-0.0193067
0.371728,0.440207,-0.0309204,0.0318752,0.554489,0.336668,-0.0425787,-0.0091379
0.338984,0.463103,-0.0327441,0.022896,0.51189,0.33752,-0.0425983,0.000851184
0.299508,0.463712,-0.0394765,0.000608504,0.469968,0.346906,-0.0419222,0.00938672
0.263239,0.44597,-0.0362687,-0.0177424,0.42869,0.361653,-0.0412778,0.0147471
0.236763,0.414588,-0.0264759,-0.0313814,0.388214,0.377878,-0.0404761,0.0162251
0.218512,0.382191,-0.018251,-0.0323968,0.349279,0.391806,-0.0389348,0.0139272
0.204692,0.355493,-0.0138196,-0.0266987,0.312871,0.400882,-0.0364081,0.00907609
0.196176,0.329967,-0.00851661,-0.0255256,0.279813,0.404058,-0.0330582,0.003176
0.196198,0.302515,2.26498e-05,-0.0274517,0.250818,0.401095,-0.0289954,-0.00296313
0.208717,0.274564,0.0125181,-0.027951,0.226698,0.39212,-0.0241201,-0.00897476
0.235723,0.250641,0.0270067,-0.0239233,0.208555,0.377609,-0.0181427,-0.0145112
0.269047,0.234107,0.0333241,-0.0165344,0.197757,0.358563,-0.0107981,-0.0190456
0.306644,0.230254,0.0375968,-0.00385256,0.195188,0.336519,-0.00256836,-0.0220439
0.346878,0.244099,0.0402337,0.013845,0.201193,0.31365,0.00600405,-0.0228693
0.38844,0.276529,0.041562,0.0324302,0.215593,0.292773,0.0144008,-0.020877
0.431064,0.322786,0.0426246,0.0462567,0.237773,0.277022,0.0221798,-0.015751
0.474539,0.377239,0.0434746,0.0544533,0.266829,0.2692,0.0290563,-0.00782222
0.516545,0.429916,0.0420063,0.0526772,0.301708,0.271287,0.0348791,0.00208721
0.556596,0.475964,0.0400503,0.046048,0.341162,0.283852,0.0394539,0.0125651
0.598206,0.507594,0.0416106,0.03163,0.38386,0.306095,0.0426981,0.0222434
0.646924,0.513367,0.0487182,0.00577277,0.428753,0.335771,0.0448928,0.0296754
0.694883,0.500277,0.0479589,-0.0130901,0.47545,0.368975,0.046697,0.0332045
0.735399,0.466628,0.0405155,-0.0336491,0.523498,0.40141,0.0480482,0.0324343
0.767811,0.433719,0.0324124,-0.0329089,0.571965,0.428679,0.0484667,0.0272692
0.790811,0.398277,0.0230002,-0.0354417,0.619601,0.44812,0.047636,0.0194413
0.80804,0.367841,0.0172284,-0.0304367,0.664931,0.45824,0.0453299,0.0101199
0.820455,0.34271,0.0124155,-0.0251306,0.70668,0.458996,0.0417485,0.000755966
0.826481,0.323126,0.00602615,-0.0195836,0.743868,0.451385,0.0371883,-0.00761083
0.817045,0.309022,-0.00943685,-0.0141044,0.775683,0.437079,0.0318148,-0.0143057
0.791136,0.300082,-0.0259089,-0.0089398,0.800848,0.418101,0.0251657,-0.018978
0.754979,0.296316,-0.0361568,-0.00376642,0.817784,0.396555,0.0169361,-0.021546
0.713358,0.295386,-0.0416207,-0.000929803,0.825243,0.374456,0.00745887,-0.0220989
0.67303,0.298288,-0.0403278,0.002902,0.822632,0.353452,-0.00261074,-0.0210042
0.637057,0.309724,-0.0359733,0.0114362,0.810333,0.334888,-0.0122997,-0.0185645
0.60613,0.332154,-0.030927,0.0224302,0.789594,0.320131,-0.0207391,-0.0147566
0.578654,0.375619,-0.027476,0.043465,0.762234,0.310643,-0.0273598,-0.00948802
0.554915,0.424193,-0.0237386,0.0485741,0.730231,0.30855,-0.0320024,-0.00209326
0.535339,0.473469,-0.0195768,0.0492759,0.695558,0.31518,-0.0346739,0.00662974
0.518701,0.514452,-0.016638,0.0409832,0.660071,0.330901,-0.035487,0.0157211
0.503828,0.548541,-0.0148729,0.0340887,0.625334,0.354754,-0.0347368,0.0238534
0.489195,0.577635,-0.0146327,0.0290939,0.592513,0.385017,-0.0328212,0.0302624
0.470653,0.60091,-0.0185421,0.0232751,0.562306,0.419684,-0.0302071,0.034667
0.445077,0.614061,-0.0255759,0.0131513,0.534745,0.456636,-0.0275607,0.0369527
0.409968,0.613124,-0.0351091,-0.000937283,0.509176,0.493523,-0.0255692,0.0368867
0.366451,0.594926,-0.043517,-0.0181977,0.484333,0.527716,-0.024843,0.0341928
0.318161,0.559535,-0.0482902,-0.0353915,0.458691,0.556355,-0.0256418,0.0286397
0.273864,0.516899,-0.0442962,-0.0426362,0.430904,0.576626,-0.0277864,0.0202703
0.242138,0.469509,-0.031726,-0.0473902,0.400461,0.586634,-0.0304433,0.0100083
0.23668,0.410763,-0.00545894,-0.0587455,0.368068,0.585441,-0.0323929,-0.00119299
0.249109,0.355173,0.0124297,-0.0555901,0.336196,0.572379,-0.0318722,-0.0130625
0.267842,0.308357,0.0187328,-0.0468159,0.307789,0.54803,-0.0284066,-0.0243482
0.285758,0.270644,0.017916,-0.0377131,0.285108,0.51421,-0.022681,-0.0338208
0.304388,0.246463,0.0186296,-0.0241809,0.269277,0.473485,-0.0158312,-0.0407242
0.327885,0.245348,0.0234975,-0.00111556,0.260653,0.429087,-0.00862411,-0.0443985
0.358597,0.267372,0.030712,0.0220242,0.259322,0.385146,-0.00133064,-0.0439407
0.394495,0.306866,0.0358978,0.0394944,0.26534,0.346144,0.00601777,-0.0390027
0.432198,0.353566,0.0377026,0.0466997,0.278594,0.316092,0.0132533,-0.0300513
0.467242,0.398478,0.0350449,0.0449118,0.298623,0.29768,0.0200296,-0.0184127
0.500161,0.443782,0.0329187,0.0453044,0.324447,0.291846,0.025824,-0.00583306
0.533137,0.490963,0.0329756,0.047181,0.354824,0.298399,0.0303768,0.00655237
0.571627,0.543291,0.0384898,0.0523282,0.38857,0.316465,0.0337457,0.0180662
0.613747,0.591925,0.04212,0.0486334,0.425006,0.344989,0.0364359,0.0285242
0.659943,0.631613,0.046196,0.0396879,0.463723,0.382242,0.038717,0.0372524
0.71311,0.660238,0.0531678,0.0286254,0.50456,0.425774,0.0408373,0.0435327
0.765996,0.676888,0.0528858,0.0166503,0.547745,0.47266,0.0431846,0.0468853
0.812016,0.679532,0.0460196,0.00264311,0.593251,0.519775,0.0455068,0.0471157
0.849417,0.661334,0.0374016,-0.018198,0.64042,0.563939,0.0471683,0.044164
0.870745,0.625682,0.0213275,-0.0356521,0.688067,0.601672,0.0476477,0.0377324
0.876479,0.577368,0.00573391,-0.0483134,0.734208,0.629765,0.0461407,0.0280933
0.870714,0.522572,-0.00576442,-0.0547966,0.776466,0.645763,0.0422575,0.0159976
0.858681,0.467536,-0.0120335,-0.0550351,0.812643,0.648338,0.0361776,0.00257492
0.843195,0.416477,-0.0154861,-0.0510594,0.84119,0.637484,0.028547,-0.0108536
0.824946,0.36964,-0.0182483,-0.0468371,0.861313,0.614416,0.0201232,-0.0230681
0.803316,0.329306,-0.0216299,-0.0403343,0.872854,0.581134,0.0115405,-0.0332819
0.778591,0.297299,-0.0247258,-0.032007,0.876065,0.540209,0.00321072,-0.0409253
0.748654,0.275339,-0.0299369,-0.0219598,0.871489,0.494557,-0.00457567,-0.0456514
0.712009,0.264542,-0.0366448,-0.010797,0.859688,0.447256,-0.0118014,-0.0473013
